C_perc,H_perc,N_perc,O_perc,S_perc
27.12,12.99,52.74,6.91,0.24
26.94,12.54,53.07,7.11,0.34
26.77,13.13,53.16,6.75,0.19
26.76,14.02,52.15,6.79,0.28
27.1,12.86,52.88,6.91,0.25
26.9,13.08,52.58,7.21,0.22
27.05,13.04,52.88,6.81,0.22
26.97,13.21,52.77,6.95,0.1
27.02,12.36,54.29,6.14,0.2
26.86,12.67,53.25,6.89,0.32
27.07,12.95,53.08,6.63,0.28
27.23,12.6,53.17,6.78,0.22
27.19,12.9,52.73,6.91,0.27
27.36,12.23,53.64,6.6,0.17
27.46,12.5,52.96,6.92,0.17
27.59,12.44,52.83,6.67,0.47
27.87,11.84,54.11,5.96,0.22
27.74,12.84,52.32,6.92,0.19
27.64,12.8,52.66,6.7,0.19
26.76,12.94,53.11,7.04,0.15
27.53,12.38,52.98,6.7,0.4
26.85,12.58,53.29,6.92,0.36
27.13,12.95,53.03,6.62,0.27
26.98,12.57,53.33,6.67,0.45
26.47,12.05,52.9,8.38,0.2
27.97,11.96,53.2,6.67,0.21
26.55,13.14,52.89,7.24,0.18
26.24,12.82,52.77,8.01,0.17
28.14,11.86,53.08,6.62,0.31
26.62,13.28,53.05,6.71,0.34
26.88,12.94,53.04,6.91,0.23
27.02,13.07,52.89,6.81,0.21
27.75,12.91,52.32,6.7,0.32
28.24,11.98,52.86,6.78,0.13
26.96,12.9,53.38,6.63,0.13
26.83,13.14,52.47,7.32,0.24
26.78,13.01,52.42,7.56,0.22
27.34,13.0,52.56,6.81,0.28
26.88,12.83,53.08,7.02,0.19
26.89,13.02,53.01,6.84,0.25
27.23,12.46,52.89,7.16,0.26
26.79,12.94,52.86,7.19,0.22
27.45,12.55,52.94,6.87,0.19
26.38,13.32,52.69,7.39,0.23
26.32,12.56,53.64,7.18,0.3
27.26,12.29,53.52,6.36,0.57
27.38,13.02,52.58,6.73,0.3
26.7,13.0,53.11,6.95,0.24
27.05,12.71,53.56,6.5,0.18
27.06,12.97,52.52,7.14,0.31
27.55,12.48,52.61,6.95,0.4
27.26,12.74,52.81,6.95,0.24
26.6,13.17,52.88,7.16,0.19
27.01,12.92,52.74,6.96,0.36
27.49,12.34,53.22,6.66,0.29
27.34,12.15,54.05,6.32,0.14
27.07,12.17,53.24,7.25,0.27
27.3,12.07,53.38,6.95,0.3
26.5,13.28,52.74,7.25,0.23
26.85,12.56,53.59,6.8,0.2
27.3,12.47,53.01,6.97,0.25
27.64,12.86,52.64,6.69,0.17
26.87,12.76,53.71,6.42,0.25
28.13,11.56,53.98,6.04,0.29
27.5,12.74,52.74,6.79,0.22
27.89,12.91,52.4,6.62,0.18
27.75,12.47,53.01,6.5,0.27
27.01,12.54,53.15,6.93,0.36
27.89,12.08,53.21,6.54,0.28
27.38,12.55,53.09,6.77,0.22
26.94,12.92,52.96,6.99,0.2
27.62,12.68,52.72,6.67,0.32
27.87,12.59,52.72,6.66,0.16
27.95,12.09,53.27,6.4,0.3
27.73,11.75,53.88,6.37,0.27
26.36,11.82,55.15,6.22,0.45
27.2,12.83,52.63,7.15,0.2
26.92,13.12,52.61,7.12,0.23
27.37,12.8,52.9,6.69,0.24
26.52,12.99,53.23,7.1,0.16
27.65,12.34,53.16,6.5,0.35
26.34,12.96,53.37,6.98,0.35
27.62,12.71,52.73,6.68,0.26
27.52,11.88,53.88,6.44,0.28
27.5,12.05,53.55,6.55,0.36
27.29,12.95,52.85,6.69,0.21
26.26,13.74,53.02,6.86,0.12
28.79,11.59,53.21,6.22,0.19
27.03,12.75,53.14,6.96,0.13
27.08,12.83,52.77,7.09,0.24
27.11,12.57,53.54,6.55,0.22
27.8,12.36,52.72,6.92,0.19
27.05,12.38,53.29,6.93,0.35
27.15,12.54,53.39,6.58,0.34
26.83,12.67,52.86,7.29,0.34
27.6,12.77,52.64,6.74,0.24
27.2,12.61,52.98,6.98,0.22
26.78,12.55,53.25,7.1,0.32
26.83,12.74,53.25,6.86,0.33
26.92,13.37,52.57,6.85,0.29
26.78,12.62,53.21,7.16,0.23
26.81,12.39,53.42,7.07,0.31
26.56,12.86,52.87,7.52,0.2
26.69,13.11,53.02,6.89,0.29
29.36,11.29,53.13,5.98,0.24
27.17,12.9,52.57,7.02,0.34
27.09,13.02,52.62,7.06,0.21
26.98,12.39,53.48,6.9,0.24
27.45,12.13,53.01,7.11,0.3
27.48,12.73,52.98,6.59,0.22
27.07,12.46,53.13,6.92,0.42
26.51,12.69,53.14,7.3,0.36
27.84,12.41,53.09,6.44,0.22
27.76,12.47,52.44,7.02,0.31
27.61,12.51,52.96,6.59,0.33
27.29,12.56,53.08,6.66,0.41
27.71,11.94,53.94,6.2,0.2
27.23,12.95,52.77,6.74,0.32
27.07,12.58,53.28,6.76,0.31
26.65,12.77,53.33,7.0,0.25
27.14,12.39,53.31,6.83,0.32
27.21,12.54,53.41,6.58,0.27
27.39,12.54,53.18,6.74,0.15
27.67,12.7,52.76,6.49,0.38
27.84,12.36,52.81,6.79,0.19
26.45,13.43,52.75,7.2,0.18
27.07,13.04,52.62,7.03,0.24
26.85,13.32,52.37,7.25,0.2
27.13,12.32,53.11,7.23,0.21
27.03,12.82,53.38,6.56,0.2
27.56,12.42,53.15,6.53,0.34
26.76,12.98,52.51,7.55,0.19
27.39,12.5,53.06,6.74,0.31
26.74,13.07,52.84,7.03,0.32
26.74,12.64,53.24,7.0,0.37
27.21,12.6,53.05,6.82,0.31
27.26,13.48,52.34,6.67,0.25
26.81,13.03,52.68,7.2,0.28
28.0,12.09,53.06,6.67,0.19
27.99,11.88,54.01,5.96,0.17
26.4,13.23,53.02,7.1,0.26
27.25,13.04,53.0,6.39,0.32
26.96,12.73,53.09,6.88,0.34
27.77,12.32,53.09,6.52,0.3
27.22,12.6,53.33,6.58,0.27
27.08,12.26,53.28,7.09,0.29
27.11,13.31,52.28,7.12,0.19
26.67,12.39,54.32,6.25,0.37
26.44,12.9,53.65,6.75,0.26
27.0,12.97,52.8,6.97,0.26
26.87,12.48,53.87,6.49,0.3
28.21,12.22,52.4,6.79,0.37
25.82,12.8,52.81,8.15,0.42
27.26,12.23,53.28,7.03,0.21
27.09,12.85,53.06,6.79,0.21
26.67,12.85,52.87,7.33,0.28
28.1,12.06,53.23,6.37,0.24
27.66,12.57,52.77,6.8,0.2
27.35,12.84,53.07,6.53,0.21
27.94,12.18,52.89,6.73,0.26
26.52,13.17,53.0,7.12,0.19
26.95,12.41,54.02,6.44,0.18
27.33,12.59,53.0,6.86,0.23
26.86,12.47,53.33,6.97,0.37
26.79,12.39,53.87,6.66,0.29
27.42,12.55,53.0,6.73,0.31
26.8,13.24,52.69,7.04,0.22
27.74,12.3,52.62,7.14,0.21
26.44,12.83,53.62,6.79,0.32
27.15,12.09,53.81,6.63,0.31
27.52,12.2,53.19,6.73,0.36
27.01,12.53,53.94,6.43,0.1
27.27,12.86,52.72,6.86,0.29
26.6,12.94,52.99,7.21,0.25
28.04,12.13,53.32,6.38,0.13
27.33,12.61,53.11,6.7,0.26
27.62,12.13,53.41,6.68,0.16
26.73,13.17,52.9,7.0,0.19
27.03,11.69,54.36,6.55,0.37
28.13,11.68,53.79,6.28,0.13
26.94,13.03,52.38,7.4,0.25
27.3,12.37,53.22,6.81,0.3
27.12,12.75,52.95,6.91,0.27
27.24,12.19,53.02,7.24,0.31
27.56,12.81,53.0,6.45,0.18
27.64,12.56,52.46,7.12,0.22
26.75,13.16,52.98,6.81,0.3
27.43,12.52,52.81,6.92,0.32
27.07,12.79,53.11,6.87,0.16
27.89,12.19,53.25,6.42,0.25
27.14,12.78,52.62,7.13,0.33
26.51,12.91,53.37,7.0,0.2
26.78,12.97,52.94,7.05,0.26
26.59,13.35,52.64,7.2,0.22
27.26,12.7,52.61,7.13,0.3
26.92,12.72,53.49,6.59,0.28
28.3,12.0,52.79,6.3,0.61
27.67,12.01,54.0,6.11,0.21
26.23,14.01,52.27,7.36,0.13
27.36,12.79,52.77,6.79,0.3
27.06,12.59,53.26,6.94,0.15
26.68,12.47,53.5,7.02,0.32
27.1,12.99,52.71,7.06,0.14
26.31,13.4,52.65,7.39,0.25
27.38,12.49,52.9,7.05,0.18
26.67,12.79,53.46,6.72,0.36
26.91,13.02,52.73,7.18,0.16
26.89,12.61,53.69,6.68,0.13
27.54,12.1,53.17,6.84,0.36
27.13,12.99,52.6,7.0,0.27
27.27,12.99,52.48,7.12,0.13
27.42,12.69,53.18,6.47,0.25
27.27,12.51,53.03,6.99,0.19
27.42,12.44,53.06,6.84,0.24
27.72,11.86,54.04,6.24,0.13
27.56,11.92,54.38,6.1,0.05
27.55,12.64,52.93,6.63,0.25
26.85,14.02,52.39,6.67,0.07
27.67,12.78,52.74,6.55,0.26
27.35,12.28,53.05,6.93,0.39
27.02,12.79,53.29,6.67,0.23
26.79,12.74,53.22,7.06,0.19
26.94,12.39,54.09,6.39,0.2
26.87,12.41,53.19,7.18,0.34
26.36,12.85,53.62,6.79,0.38
28.0,12.32,53.08,6.39,0.22
27.56,11.63,53.28,7.11,0.42
27.94,12.6,52.42,6.73,0.31
27.25,12.85,52.74,6.9,0.26
27.4,12.72,53.02,6.76,0.11
26.98,13.0,53.12,6.62,0.28
27.45,11.99,54.21,6.3,0.06
26.93,12.62,53.47,6.7,0.28
26.61,13.06,52.88,7.16,0.3
27.2,12.44,53.14,6.9,0.31
27.59,12.29,53.28,6.51,0.33
26.69,13.63,52.15,7.32,0.21
27.28,12.81,52.92,6.73,0.25
28.16,12.31,52.59,6.72,0.22
27.24,12.69,52.61,7.24,0.21
26.87,13.0,53.04,6.89,0.19
27.05,13.15,52.46,7.09,0.25
26.89,13.14,52.72,6.97,0.29
27.17,12.8,52.97,6.78,0.28
27.48,12.28,53.03,6.97,0.24
26.92,12.98,53.24,6.67,0.19
27.72,12.17,53.51,6.38,0.21
27.65,12.16,53.1,6.81,0.28
28.2,11.71,53.37,6.5,0.22
27.51,12.42,53.29,6.59,0.19
27.08,12.65,52.64,7.39,0.23
26.8,12.44,53.2,7.3,0.25
27.59,12.32,53.19,6.64,0.26
26.79,13.16,52.96,6.9,0.18
27.11,12.7,52.73,7.23,0.24
27.74,11.85,54.27,6.03,0.1
27.37,12.49,53.08,6.85,0.21
26.84,12.9,52.85,7.17,0.23
26.45,13.02,52.88,7.38,0.27
27.19,12.8,52.85,6.9,0.25
26.86,12.96,53.0,6.9,0.27
27.53,12.34,53.39,6.5,0.25
28.37,12.13,52.43,6.75,0.32
26.87,13.01,52.69,7.15,0.28
27.34,12.57,52.86,6.95,0.28
26.9,12.81,53.08,6.95,0.25
27.58,12.76,52.8,6.7,0.15
27.13,12.43,53.3,6.85,0.3
26.89,13.05,52.65,7.21,0.21
27.38,12.32,53.28,6.69,0.32
26.82,12.64,53.42,6.69,0.43
25.53,13.9,53.16,7.22,0.18
26.74,12.65,52.8,7.52,0.3
27.46,12.67,53.01,6.58,0.28
27.37,11.67,53.85,6.68,0.42
26.36,12.9,53.7,6.77,0.27
28.64,12.05,52.78,6.29,0.25
26.85,12.91,53.06,6.96,0.22
27.45,12.86,52.73,6.68,0.28
26.96,12.89,53.65,6.27,0.23
27.28,13.51,52.17,6.85,0.18
26.74,12.98,52.86,7.13,0.29
27.43,11.95,53.88,6.61,0.13
27.53,11.94,53.86,6.42,0.25
28.0,12.26,53.41,6.2,0.13
26.32,13.12,53.31,7.07,0.18
28.02,12.12,52.75,6.81,0.3
27.37,13.44,52.0,7.03,0.16
26.61,13.29,52.96,6.99,0.15
27.68,12.44,52.72,7.02,0.15
26.83,12.87,53.28,6.8,0.21
28.26,12.19,52.78,6.55,0.23
27.97,12.03,52.98,6.85,0.16
27.55,12.6,52.84,6.66,0.36
27.05,12.99,52.98,6.72,0.26
27.19,12.58,52.99,6.97,0.27
26.64,13.16,52.9,7.09,0.21
27.58,12.27,52.79,7.14,0.21
27.04,12.18,53.34,7.16,0.28
27.37,12.47,52.9,6.96,0.31
27.41,12.74,52.48,6.97,0.41
26.28,13.22,53.15,7.17,0.18
26.92,12.73,53.33,6.78,0.24
27.44,12.44,53.36,6.42,0.34
27.4,12.54,53.0,6.72,0.35
27.52,12.65,52.63,6.93,0.28
27.03,12.49,53.49,6.64,0.36
27.5,11.98,53.57,6.75,0.2
26.37,13.34,52.8,7.15,0.32
27.35,12.93,52.71,6.86,0.15
26.68,13.17,52.89,7.12,0.13
26.9,12.39,54.31,6.26,0.14
26.92,13.36,52.69,6.84,0.19
27.27,13.34,52.43,6.62,0.34
26.69,13.21,52.88,6.98,0.24
27.02,12.92,53.0,6.75,0.31
28.05,12.33,52.93,6.48,0.21
27.22,12.86,52.79,7.0,0.13
27.08,13.03,52.71,6.97,0.21
27.46,12.56,53.17,6.51,0.3
27.15,13.37,52.2,7.02,0.25
26.89,12.89,52.76,7.18,0.28
27.34,13.07,52.53,6.82,0.24
27.11,12.16,53.13,7.29,0.31
26.71,13.36,52.39,7.31,0.24
27.01,12.71,53.25,6.82,0.21
26.86,12.34,53.45,7.08,0.26
27.05,12.95,52.7,7.03,0.27
27.24,12.48,53.26,6.85,0.17
26.92,12.63,53.36,6.85,0.24
27.46,12.12,54.05,6.25,0.11
26.67,13.18,53.0,6.95,0.21
27.32,12.38,53.07,7.04,0.19
27.07,13.06,52.77,6.78,0.31
27.03,13.06,53.28,6.52,0.11
27.51,12.32,53.09,6.81,0.27
27.6,12.43,52.75,7.02,0.2
26.62,13.15,52.9,7.03,0.29
26.82,12.66,52.96,7.22,0.33
25.87,14.02,52.63,7.34,0.15
27.38,12.73,53.16,6.56,0.18
27.9,12.02,53.99,6.02,0.07
27.94,12.68,53.11,6.15,0.12
27.37,12.69,53.23,6.5,0.2
27.16,12.42,53.84,6.49,0.09
26.37,13.15,53.19,6.89,0.4
27.64,12.89,52.68,6.73,0.06
27.32,12.49,53.57,6.45,0.17
26.81,13.46,52.46,7.08,0.18
26.91,12.81,52.75,7.32,0.21
28.72,11.95,53.08,6.1,0.15
27.2,12.73,52.58,7.19,0.29
26.66,12.77,53.31,7.02,0.24
27.04,12.94,52.72,7.03,0.27
26.33,13.61,52.6,7.21,0.25
27.12,12.55,54.0,6.16,0.17
27.33,12.89,52.73,6.76,0.29
28.19,11.94,52.34,7.14,0.39
26.7,12.3,53.04,7.74,0.22
26.81,12.99,52.82,7.13,0.25
26.09,12.4,53.54,7.72,0.25
26.58,13.12,53.17,6.77,0.36
27.46,12.48,52.81,6.88,0.38
26.75,12.96,52.97,7.05,0.26
27.2,12.61,53.26,6.52,0.42
26.57,13.13,52.98,7.02,0.31
26.38,13.49,52.41,7.54,0.18
26.82,13.17,52.61,7.16,0.24
26.84,12.55,53.73,6.77,0.11
28.0,12.17,53.23,6.37,0.23
26.58,13.13,53.02,6.95,0.31
27.4,12.54,52.98,6.89,0.19
26.5,13.43,52.51,7.07,0.49
26.83,12.42,53.55,6.89,0.32
27.36,12.27,53.11,7.01,0.24
28.01,12.33,52.94,6.59,0.13
26.08,12.54,54.55,6.66,0.17
27.53,12.25,52.92,7.01,0.29
27.09,13.1,52.54,7.02,0.25
27.29,12.63,52.95,6.94,0.2
27.04,12.81,53.41,6.65,0.08
28.11,12.39,52.44,6.85,0.21
27.5,12.4,53.07,6.72,0.31
27.04,12.49,53.26,6.88,0.33
27.28,12.41,53.37,6.68,0.25
26.98,12.58,53.21,6.85,0.38
27.41,12.77,52.69,6.96,0.18
26.86,12.89,52.94,7.08,0.23
26.64,12.62,53.56,6.92,0.25
27.86,11.91,53.38,6.65,0.2
26.82,13.35,52.55,7.07,0.22
26.69,12.84,53.7,6.6,0.17
26.74,12.83,53.6,6.64,0.19
26.94,12.99,52.73,7.1,0.25
28.04,11.97,52.92,6.77,0.3
26.56,13.2,52.82,7.28,0.14
27.07,13.21,52.7,6.78,0.24
26.9,12.84,52.79,7.27,0.2
27.56,12.46,53.1,6.66,0.22
27.57,12.49,53.23,6.49,0.22
27.11,12.9,53.25,6.57,0.17
26.52,12.91,53.26,6.76,0.55
26.88,13.02,52.65,7.16,0.28
28.0,12.11,53.27,6.3,0.33
26.5,12.95,53.23,7.09,0.24
28.3,11.22,54.05,6.05,0.38
26.88,12.98,52.58,7.28,0.28
27.4,12.47,53.19,6.7,0.24
28.17,12.44,52.25,6.96,0.17
27.63,12.33,53.26,6.63,0.15
26.88,12.73,53.32,6.84,0.23
26.58,12.27,54.63,6.34,0.18
27.41,12.65,53.03,6.51,0.41
26.73,12.8,53.19,7.14,0.13
27.54,12.19,53.16,6.78,0.34
26.86,12.89,53.21,6.75,0.29
26.53,13.01,52.93,7.34,0.18
27.15,12.49,53.17,6.81,0.38
26.7,12.82,52.89,7.31,0.28
27.2,12.55,53.16,6.71,0.37
27.65,11.8,53.47,6.74,0.34
27.17,12.92,52.83,6.58,0.5
27.02,13.03,52.79,6.92,0.24
26.62,12.89,52.68,7.54,0.28
27.99,11.71,53.77,6.37,0.16
27.19,12.53,53.42,6.61,0.24
27.21,13.04,52.31,7.25,0.19
27.94,12.07,53.71,6.17,0.12
26.69,13.17,53.12,6.9,0.12
26.93,11.69,54.36,6.7,0.31
27.53,12.49,52.99,6.68,0.31
27.79,12.21,53.16,6.56,0.27
26.77,12.9,52.6,7.44,0.28
26.68,13.06,53.1,6.88,0.29
27.95,12.72,52.99,6.23,0.1
26.98,13.17,52.79,6.82,0.25
27.03,12.77,53.06,6.84,0.3
28.16,12.48,52.31,6.89,0.16
26.83,13.29,52.52,7.17,0.2
28.09,12.13,52.89,6.68,0.2
27.04,12.57,53.28,6.84,0.26
27.07,12.97,52.51,7.18,0.27
26.7,12.64,53.08,7.43,0.15
27.61,12.28,53.3,6.44,0.37
27.07,12.45,53.26,6.83,0.39
26.7,13.39,52.18,7.31,0.43
26.34,13.89,52.12,7.17,0.48
26.46,12.77,53.24,7.25,0.28
27.01,12.67,52.81,7.23,0.28
26.93,12.68,53.36,6.83,0.21
26.77,13.82,52.47,6.76,0.18
27.05,11.6,54.62,6.54,0.2
27.59,12.8,52.82,6.64,0.15
27.32,12.84,52.86,6.67,0.31
27.25,12.75,52.7,7.07,0.23
27.81,12.13,52.62,7.04,0.4
26.42,13.65,52.53,7.21,0.19
27.61,12.87,52.66,6.63,0.22
27.15,12.89,52.8,6.93,0.24
28.77,11.9,52.05,6.99,0.28
26.61,13.17,53.24,6.76,0.22
27.97,12.06,53.01,6.65,0.32
27.22,12.96,52.54,7.06,0.22
27.59,12.35,52.97,6.75,0.33
27.03,12.62,53.14,6.86,0.35
26.48,12.98,53.13,7.23,0.18
27.55,13.16,52.49,6.64,0.16
27.04,12.75,53.05,6.74,0.41
26.52,12.81,53.49,7.03,0.15
26.95,13.0,52.93,6.89,0.23
27.74,12.09,53.35,6.65,0.17
26.12,13.28,53.4,6.95,0.26
27.72,11.84,54.21,6.0,0.23
27.17,12.54,53.11,7.02,0.17
27.53,12.6,52.53,7.0,0.33
27.72,11.95,53.07,7.11,0.15
27.69,12.5,52.56,7.12,0.14
27.24,11.81,53.76,6.77,0.41
26.82,13.02,52.95,6.99,0.22
26.3,12.87,53.75,6.82,0.27
26.89,12.86,53.3,6.59,0.37
28.67,11.72,52.75,6.69,0.17
27.66,11.75,54.3,6.13,0.16
27.11,12.75,53.01,6.87,0.26
25.72,15.81,51.34,6.96,0.18
26.71,13.28,52.47,7.31,0.24
26.51,14.08,52.35,6.78,0.28
26.75,13.0,52.89,7.15,0.22
27.15,12.86,52.76,7.06,0.17
27.31,12.64,52.87,6.94,0.24
27.66,11.57,54.44,6.08,0.26
27.4,12.22,53.26,6.77,0.36
27.1,12.44,52.68,7.52,0.26
27.02,12.18,54.14,6.48,0.18
27.39,12.5,53.42,6.44,0.25
27.24,12.56,53.23,6.74,0.23
27.06,12.76,53.21,6.78,0.19
28.56,12.03,52.79,6.12,0.5
26.8,12.82,53.02,7.16,0.2
27.41,13.07,52.55,6.78,0.19
26.66,13.08,53.14,6.76,0.36
26.44,13.5,52.3,7.57,0.19
27.9,12.34,52.58,6.93,0.24
26.46,13.6,52.22,7.29,0.42
29.43,11.63,52.9,5.8,0.24
26.77,13.58,52.45,7.05,0.15
26.93,12.66,52.91,7.28,0.22
27.03,13.1,52.7,6.86,0.31
27.52,12.56,53.18,6.53,0.21
27.24,12.9,52.92,6.44,0.51
26.86,12.49,53.85,6.43,0.35
27.46,12.74,52.91,6.73,0.16
26.91,12.96,52.78,7.16,0.19
27.15,12.16,52.73,7.7,0.26
27.04,12.18,53.38,7.19,0.22
27.22,12.5,53.42,6.62,0.24
26.77,13.18,52.83,7.07,0.16
27.28,12.93,53.03,6.58,0.18
26.91,12.36,53.24,7.11,0.37
27.21,12.57,52.99,6.99,0.25
27.48,12.45,52.63,7.17,0.27
26.98,12.2,54.21,6.37,0.23
27.93,11.63,54.12,6.05,0.27
26.91,12.45,52.99,7.33,0.32
27.22,12.19,53.79,6.63,0.17
27.15,12.82,52.96,6.89,0.19
26.63,13.02,52.85,7.28,0.22
27.26,12.87,53.12,6.45,0.29
26.93,13.5,52.47,6.74,0.35
27.44,12.53,53.09,6.72,0.22
26.34,12.73,53.23,7.41,0.28
26.88,11.86,54.2,6.84,0.22
27.74,12.19,52.82,6.92,0.33
26.86,13.07,52.49,7.34,0.24
27.22,12.83,52.98,6.66,0.31
27.78,12.74,52.87,6.48,0.14
26.27,12.63,54.01,6.72,0.38
27.29,12.33,53.72,6.54,0.13
27.55,11.49,54.4,6.25,0.32
26.99,13.41,51.93,7.47,0.19
27.6,12.08,53.35,6.61,0.35
27.3,12.67,52.62,7.21,0.21
27.83,11.85,53.92,6.27,0.13
27.17,13.09,52.55,6.97,0.22
27.64,12.34,53.43,6.46,0.13
26.8,13.36,52.76,6.94,0.14
28.57,11.71,53.59,6.0,0.12
27.23,12.72,52.76,7.07,0.22
27.32,12.17,53.88,6.44,0.19
26.73,13.07,53.11,6.79,0.3
27.52,12.93,52.76,6.62,0.17
28.16,12.14,52.82,6.43,0.46
26.94,13.05,52.75,6.97,0.29
27.08,13.15,52.77,6.85,0.15
26.92,12.99,52.57,7.25,0.28
26.92,13.05,52.77,7.0,0.26
27.25,12.77,52.64,7.06,0.28
27.02,13.0,53.03,6.76,0.19
26.78,13.14,53.12,6.73,0.22
27.11,12.97,52.88,6.8,0.25
27.79,12.39,52.95,6.43,0.44
27.28,11.9,54.41,6.22,0.19
26.65,12.65,53.67,6.94,0.08
27.51,12.32,53.43,6.48,0.26
27.36,12.4,52.72,7.27,0.25
26.51,12.95,53.06,7.09,0.39
27.1,12.93,52.84,6.95,0.19
26.92,12.44,53.17,7.09,0.39
26.73,12.41,53.62,6.94,0.31
27.75,12.66,52.81,6.62,0.16
27.36,12.86,52.64,6.91,0.24
27.26,12.86,52.99,6.58,0.31
27.18,13.0,52.44,7.17,0.22
27.59,12.8,52.62,6.65,0.34
26.59,13.02,52.93,7.2,0.26
27.32,12.77,52.6,7.1,0.21
26.85,12.82,53.24,6.98,0.11
27.05,12.95,52.89,6.82,0.29
27.4,12.04,54.09,6.36,0.11
27.24,12.68,52.81,6.96,0.3
27.47,12.5,52.71,7.02,0.3
27.71,12.36,52.63,7.0,0.3
27.09,12.51,53.41,6.7,0.29
26.97,12.31,53.16,7.16,0.4
26.57,13.21,52.78,7.22,0.21
27.26,12.62,53.1,6.76,0.26
27.6,12.33,52.86,6.93,0.27
26.01,13.28,52.91,7.49,0.32
26.25,13.12,53.42,6.9,0.31
27.23,12.84,52.81,6.78,0.34
26.91,13.07,52.51,7.28,0.24
27.2,12.64,52.92,6.93,0.31
27.58,12.35,53.14,6.6,0.33
26.96,12.78,53.13,6.77,0.36
26.68,12.56,53.58,6.73,0.45
27.71,11.93,54.22,6.05,0.09
27.25,12.45,53.35,6.75,0.19
27.12,12.23,53.58,6.85,0.22
26.85,13.05,52.71,7.07,0.32
27.62,12.53,52.73,6.92,0.19
27.16,12.81,53.33,6.54,0.15
27.19,12.08,53.75,6.68,0.31
27.27,12.25,53.31,6.89,0.28
27.19,12.71,53.28,6.63,0.18
27.7,12.22,53.11,6.79,0.17
28.01,12.36,52.61,6.79,0.23
26.88,13.03,52.82,7.06,0.22
26.93,12.5,53.51,6.87,0.2
27.01,12.73,53.68,6.34,0.23
27.38,12.21,53.36,6.67,0.38
27.68,12.26,53.32,6.56,0.18
26.83,13.32,53.6,6.05,0.19
27.47,12.69,53.23,6.32,0.3
26.53,13.06,52.76,7.43,0.23
27.2,12.41,53.35,6.76,0.27
26.71,12.78,53.06,7.17,0.28
27.17,12.92,52.9,6.78,0.22
27.36,12.53,52.86,6.96,0.29
27.56,12.23,53.65,6.42,0.14
26.96,12.83,53.05,6.77,0.39
27.46,12.71,52.79,6.81,0.23
27.16,13.02,53.13,6.43,0.26
27.79,12.59,52.72,6.74,0.16
27.02,12.72,53.14,6.84,0.29
27.44,12.8,52.8,6.81,0.16
27.07,12.84,52.99,6.8,0.3
27.43,12.94,52.86,6.5,0.27
27.18,12.59,53.05,7.08,0.1
28.69,12.1,52.37,6.7,0.13
27.79,12.29,53.66,6.14,0.11
27.58,12.66,52.81,6.69,0.27
26.62,13.37,52.52,7.13,0.36
26.84,13.2,52.69,6.87,0.4
26.74,12.68,53.27,7.02,0.29
26.59,12.99,53.1,7.08,0.24
27.01,12.81,53.04,6.91,0.22
26.17,13.19,53.14,7.39,0.1
26.63,13.16,52.69,7.34,0.17
26.83,12.13,53.59,7.09,0.36
27.02,12.51,53.03,7.06,0.37
28.14,11.61,53.57,6.53,0.15
26.01,13.34,53.27,7.11,0.27
27.1,12.25,53.53,6.66,0.46
26.28,12.81,53.7,6.76,0.45
26.74,13.13,52.75,7.03,0.35
27.37,12.88,52.74,6.74,0.27
26.83,12.8,53.2,7.0,0.17
27.2,12.3,53.18,7.1,0.23
27.8,11.47,54.4,5.78,0.55
27.64,12.63,52.78,6.66,0.29
27.34,12.89,52.62,6.86,0.28
27.2,12.73,52.78,6.97,0.32
26.67,12.9,53.19,7.03,0.21
27.17,12.82,52.71,6.98,0.32
26.67,13.71,52.52,6.94,0.17
26.84,13.1,52.42,7.4,0.26
27.01,12.77,53.12,6.69,0.41
27.2,12.79,53.51,6.39,0.1
27.74,12.66,52.67,6.72,0.21
26.59,13.32,52.51,7.34,0.23
26.26,13.08,53.18,7.22,0.27
27.64,12.59,52.67,6.75,0.35
27.32,12.85,52.77,6.67,0.39
27.76,12.33,52.74,7.01,0.16
26.84,12.93,53.18,6.87,0.19
27.61,12.31,53.1,6.77,0.21
26.79,12.8,53.05,6.94,0.42
26.19,13.02,54.03,6.38,0.38
26.76,13.37,52.79,6.82,0.25
26.78,12.67,52.91,7.27,0.38
27.1,12.87,53.15,6.58,0.31
26.86,12.5,53.26,7.1,0.28
27.03,12.95,52.54,7.33,0.14
26.76,13.01,53.09,6.9,0.24
26.75,12.62,53.19,7.14,0.29
27.33,12.21,53.26,6.9,0.31
27.25,12.25,53.39,6.65,0.46
27.59,12.89,52.55,6.73,0.24
27.59,12.53,52.83,6.86,0.19
27.12,12.18,53.35,7.06,0.3
26.59,13.4,52.53,7.27,0.2
27.43,12.75,52.74,6.82,0.26
27.42,12.64,52.73,6.9,0.31
26.42,13.99,52.44,6.92,0.22
27.29,11.58,53.82,7.06,0.24
28.29,11.79,53.08,6.57,0.27
27.21,12.84,52.94,6.72,0.29
26.89,12.99,52.84,7.03,0.25
28.37,12.18,52.7,6.62,0.11
26.24,12.6,53.43,7.41,0.32
26.44,13.17,52.95,7.18,0.26
26.82,12.5,53.86,6.68,0.14
26.64,13.16,52.95,6.98,0.26
26.98,12.86,52.8,7.05,0.32
26.86,12.02,53.98,7.01,0.13
26.22,13.42,52.8,7.33,0.24
27.59,11.77,53.64,6.71,0.29
28.1,12.26,52.3,7.05,0.29
